Country ID,Country name,Document ID by country,Government document,Policy targets green technology,Focus areas,action or strategy,Policy promotes youth employment,Policy promotes women employment,policy promotes employment of people with disabilities,Policy class,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,biodiversity,Plan and budget biodiversity actions in key sectors.,No,No,No,soft instrument,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,biodiversity,"Establish, enhance and operationalize the community biodiversity management committees at all levels.",No,No,No,support and enablement,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,biodiversity,Assess and catalogue the traditional knowledge from local communities.,No,No,No,"Information, educational, awareness",,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,biodiversity,Carry out dissemination seminars on the impact and importance of the traditional knowledge on the management and conservation of biodiversity.,No,No,No,"Information, educational, awareness",,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,industry,"Disseminate information about the traditional knowledge through the production of audiovisual material (rádio, TV, leaflets, brochures, Tshirts, capulanas, etc.).",No,No,No,"Information, educational, awareness",,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,biodiversity,Elaborate modules about biodiversity and implement training programs for key stakeholders.,No,No,No,"Information, educational, awareness",,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,biodiversity,Disseminate the NBSAP.,No,No,No,"Information, educational, awareness",,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,biodiversity,Disseminate the NBSAP.,No,No,No,"Information, educational, awareness",,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,biodiversity,Enhance gender units at local level.,No,No,No,support and enablement,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,industry,"Carry out actions to mobilize and enhance national, regional and international partnerships.",No,No,No,support and enablement,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,industry,Organize bi-annual conferences about partnerships for NBSAP implementation. Elaborate a business plan to financing the NBSAP.,No,No,No,"Information, educational, awareness",,
34,Mozambique,3,Updated Nationally Determined Contribution (2020-2025),Yes,meteorology,"Strengthening INAM's capacity to provide dedicated and adequate meteorological information to each user, including fisheries (development of products appropriate to the specific needs of meteorological information users)",No,Yes,No,support and enablement,,
34,Mozambique,3,Updated Nationally Determined Contribution (2020-2025),Yes,meteorology,"Increasing the scale of the early warning system, reaching district",No,Yes,No,"Information, educational, awareness",,
34,Mozambique,3,Updated Nationally Determined Contribution (2020-2025),Yes,meteorology,"Strengthening of systems for storage, data processing and dissemination of timely meteorological and hydrological information (increasing accessibility and quality of meteorological and hydrological information)",No,Yes,No,support and enablement,,
34,Mozambique,3,Updated Nationally Determined Contribution (2020-2025),Yes,meteorology,"Strengthening the role of INAM in coordinating the collection and monitoring of climate data (standardization of the method of collecting hydro-meteorological data under the tutelage of various intuitions/organizations, increasing the number of hydro-meteorological stations in the most vulnerable locations)",No,Yes,No,support and enablement,,
34,Mozambique,3,Updated Nationally Determined Contribution (2020-2025),Yes,meteorology,Setting standards for the development and coordination of multi-event early warning systems (development and approval of an effective coordination mechanism between key SAP actors),No,Yes,No,regulation,,
34,Mozambique,3,Updated Nationally Determined Contribution (2020-2025),Yes,meteorology,Strengthening of the climate and meteorological information system to anticipate the occurrence of droughts (operationalisation of tools to monitor droughts and issue warning notices on the eminence of droughts),No,Yes,No,support and enablement,,
34,Mozambique,3,Updated Nationally Determined Contribution (2020-2025),Yes,meteorology,"The dashboard for the INS National Health Observatory for climate sensitive diseases (Malaria, Dengue, Chikungunya, cholera and diarrhoea) (WHO) was developed. The pilot for integration of climate and epidemiological information and development of early warning system in 4 provinces (Nampula, Sofala, Inhambane and Maputo) is underway.",No,Yes,No,"Information, educational, awareness",,
34,Mozambique,3,Updated Nationally Determined Contribution (2020-2025),Yes,disaster risk management,Enhancing preparedness on impending climate disasters (Strengthening provincial and district bodies' capacity on disaster preparedness including response capacities),No,Yes,No,support and enablement,,
34,Mozambique,3,Updated Nationally Determined Contribution (2020-2025),Yes,disaster risk management,"Strengthening the role of the INGC in coordinating response and recovery operations to climate disasters (Expansion of the coverage of Early Warning Systems of climatic phenomena to communities at higher risk; Ensuring an effective top-down and bottom-up communication system, Adopting a unified sustainable disaster recovery plan and operationalising tools for assessing the level of resilience at local level)",No,Yes,No,support and enablement,,
34,Mozambique,3,Updated Nationally Determined Contribution (2020-2025),Yes,disaster risk management,Strengthening the coordinating role of the INGC and its partners in reducing vulnerability to drought in arid and semi-arid areas (ensuring a reliable flow of information on the eminence of drought and the dissemination of timely response measures to communities),No,Yes,No,support and enablement,,
34,Mozambique,3,Updated Nationally Determined Contribution (2020-2025),Yes,disaster risk management,Strengthening the role of the Multiple Use Resource Centres (CERUM) in supporting local communities,No,Yes,No,support and enablement,,
34,Mozambique,3,Updated Nationally Determined Contribution (2020-2025),Yes,disaster risk management,Increase and strengthen the capacity of CLGRCs and their equipment with preparedness kits (Promoting the establishment and capacity building of local disaster risk management committees and strengthening local communication capacity in the dissemination of warnings and alerts,No,Yes,No,support and enablement,,
34,Mozambique,3,Updated Nationally Determined Contribution (2020-2025),Yes,disaster risk management,"Improved early warning dissemination system at local level (Strengthening the capacity and involvement of information and media outlets, including community radios, in the dissemination of early warning information and raising community awareness on climate change and disaster risk management issues) Strengthening the role of CLGRCs in climate risk reduction at local level (Drafting the terms of reference of CLGRCs, including actions for their sustainability; Strengthening their capacity and involvement in the flow of information alerting and sensitizing communities on matters of climate change and disasters; Promoting the exchange of experience among local communities on local knowledge of managing extreme events including actions undertaken to minimize their effects)",No,Yes,No,"Information, educational, awareness",,
34,Mozambique,3,Updated Nationally Determined Contribution (2020-2025),Yes,agriculture,Availability of appropriate technologies and inputs to climate change,No,Yes,No,Innovation,,
34,Mozambique,3,Updated Nationally Determined Contribution (2020-2025),Yes,agriculture,Expansion of the electricity grid and improvement of power quality to enable agrarian enterprises and encourage investment in the six agricultural development corridors,No,Yes,No,Innovation,,
34,Mozambique,3,Updated Nationally Determined Contribution (2020-2025),Yes,agriculture,Transition to a resilient Blue Economy in the western Indian Ocean region,No,Yes,No,support and enablement,,
34,Mozambique,3,Updated Nationally Determined Contribution (2020-2025),Yes,agriculture,"Dissemination of improved technologies for agricultural production, agroforestry systems, natural resource management, conservation agriculture, irrigation, vaccinations, artificial insemination, reduction of post-harvest losses and processing of plant and animal products, and food and nutrition education - new",No,Yes,No,Innovation,,
34,Mozambique,3,Updated Nationally Determined Contribution (2020-2025),Yes,agriculture,Encouraging seed production and conservation: Implementation of the Action Plan for Seed Production and Conservation and Promotion of Low Cost Grain and Seed Storage Systems contained in the Adaptation Technology Action Plan for Agriculture.,No,Yes,No,support and enablement,,
34,Mozambique,3,Updated Nationally Determined Contribution (2020-2025),Yes,fisheries,"Regeneration of mangroves and implementation of protective measures for seaweed and seagrass, corals and other breeding and feeding areas for fish",No,Yes,No,support and enablement,,
34,Mozambique,3,Updated Nationally Determined Contribution (2020-2025),Yes,fisheries,Development of tools for the integration of adaptation into the planning and budgeting process in fisheries - new,No,Yes,No,soft instrument,,
34,Mozambique,3,Updated Nationally Determined Contribution (2020-2025),Yes,agriculture,Promotion of conservation agriculture/climate-smart agriculture for fodder and food production,No,Yes,No,"Information, educational, awareness",,
34,Mozambique,3,Updated Nationally Determined Contribution (2020-2025),Yes,agriculture,Implementation of the Conservation Agriculture Action Plan and the Rainwater Harvesting and Conservation Action Plan (Technological Adaptation Action Plan for Agriculture),No,Yes,No,support and enablement,,
34,Mozambique,3,Updated Nationally Determined Contribution (2020-2025),Yes,agriculture,Promotion of the use of integrated agroforestry systems to recover areas degraded by shifting cultivation,No,Yes,No,"Information, educational, awareness",,
34,Mozambique,3,Updated Nationally Determined Contribution (2020-2025),Yes,agriculture,Promotion of use of methane from rice cultivation systems for energy production/ improved low emission rice production systems,No,Yes,No,"Information, educational, awareness",,
34,Mozambique,3,Updated Nationally Determined Contribution (2020-2025),Yes,agriculture,Promotion of renewable energy use for irrigation/water pumping systems,No,Yes,No,"Information, educational, awareness",,
34,Mozambique,3,Updated Nationally Determined Contribution (2020-2025),Yes,agriculture,Prevention of uncontrolled burning associated with shifting cultivation,No,Yes,No,regulation,,
34,Mozambique,3,Updated Nationally Determined Contribution (2020-2025),Yes,water,Improving knowledge on the quality and quantity of water resources,No,Yes,No,"Information, educational, awareness",,
